event_key,name,active,event_start,event_end,event_type,event_subtype,seats,description,speakers,moderators,artists,sponsors,exhibitors,volunteers,venue,address,media_url,company,audience,subject,geo_area,tags,host_org,rsvp_url,surveys
9,Mixing disturbance: the interrelationship between atmospheric rivers and lake water quality in Maine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Physical Sciences,,,Adrianne Lovuolo  ,,,,,,Cross Insurance Center,,,825,,,,"water quality, disturbance",,,y
32,"Discovery of Five Instabilities of Turner Glacier, St. Elias Mountains, Alaska, from 1984 to 2017",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Physical Sciences,,,Andrew Nolan  ,,,,,,Cross Insurance Center,,,826,,,,"Glaciers, Geophysics, Earth Sciences",,,y
60,Heater System Design and Commissioning of an XPS System,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Physical Sciences,,,Benjamin Walden  ,,,,,,Cross Insurance Center,,,827,,,,"XPS, Surface science, Steady state",,,y
98,Acid/Base Defect Sites and Solution Equilibria of Tungsten Oxide,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Physical Sciences,,,Colin Whitton  ,,,,,,Cross Insurance Center,,,828,,,,"chemistry, tungsten oxide, computational",,,y
224,Vertical Structure Underneath a North Atlantic Cold Sea Surface Temperature Anomaly,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Physical Sciences,,,Kevin Clyne  ,,,,,,Cross Insurance Center,,,829,,,,"Marine Sciences, Atlantic Ocean, Oceanography",,,y
330,Kinetics of Gold(I) Assisted Thiolate-Disulfide Exchange in Aqueous Media,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Physical Sciences,,,Shyam R Pokhrel  ,,,,,,Cross Insurance Center,,,830,,,,"Thiolate, Disulfide, Dielectrics",,,y
5,"British Sensibilities, American Cuisine: The Reprinting of English Cookbooks in Colonial America, 1700-1776",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Abigail Belisle Haley  ,,,,,,Cross Insurance Center,,,901,,,, culinary and colonial history,,,y
19,“The little that the rebels bring us”: The Economic Interdependence of Revolutionary Fort George and Castine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Allen Kimball  ,,,,,,Cross Insurance Center,,,902,,,,"Economic, Castine, Revolutionary",,,y
33,"Push or Pull, Do Labor Market Conditions Drive New Firm Formation?",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Angela Hallowell  ,,,,,,Cross Insurance Center,,,903,,,,"entrepreneurship, economic development",,,y
42,Object Analysis of Hope In Teen Artwork,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Anne Chamberlain Small  ,,,,,,Cross Insurance Center,,,904,,,,"Teen, Hopelessness, Artwork",,,y
71,Intersectionality and the Rejection Identification Model: Examining Social Class as a Moderator of Women's Response to Perceived Sexism,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Calla Williams  Isabel Parent,,,,,,Cross Insurance Center,,,905,,,,"gender, social class, sexism",,,y
81,The Relationship Between Physical Activity and Working Memory in Young Adults,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Cassidy Gagne  ,,,,,,Cross Insurance Center,,,906,,,,"physical activity, working memory, young adults",,,y
82,William Harrison Ainsworth’s Tower of London: Inspiring a Nation of Tourists,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Catherine McDonald  ,,,,,,Cross Insurance Center,,,907,,,,history,,,y
93,College Student’s Impact on the Manifestation of Abortion Stigma on Campus,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Chynna Fuller  ,,,,,,Cross Insurance Center,,,908,,,,"abortion, women, human development",,,y
97,The Effectiveness of Peer Wellness Coaching,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Cole Spike  ,,,,,,Cross Insurance Center,,,909,,,,Peer Wellness Coaching,,,y
101,"Social Media, Friend or Foe: How Do We Know How to Guide Our Children",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Cynthia A. Cullinane  Jill Walker,,,,,,Cross Insurance Center,,,910,,,,"social media, parenting, youth",,,y
109,Parent Child Communication about Sexual Health and Reproductive Education,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Danielle Gluckman  Patrick Cheek,,,,,,Cross Insurance Center,,,911,,,,"Sexual Health, Reproductive Education, Adolescence  ",,,y
110,Can Within-Category Representations be Learned and Generalized in Rule-based Tasks?,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,David B. Smith  Rose G. Deng Anna B. Driscoll Renee L. Savoie Sebastien Helie Shawn W. Ell,,,,,,Cross Insurance Center,,,912,,,,"Categorization, Learning, Memory",,,y
120,Factors Affecting People’s Preferences for Renewable Energy Sources and Energy Efficiency Measures,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Dina Vllasaliu  ,,,,,,Cross Insurance Center,,,913,,,,"Renewable energy, Consumer preferences, Energy efficiency ",,,y
121,Life History from the Vantage Point of a Cane,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Elena Ford  ,,,,,,Cross Insurance Center,,,914,,,,"fashion, disability, inclusion ",,,y
122,Improving Quality of Life in Alzheimer’s Disease Patients,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Elena Ford  Hannah Guerrette Brigitte Miliken Jasmine Miller,,,,,,Cross Insurance Center,,,915,,,,"Alzhemier's Disease, Depression, Quality of life",,,y
123,Homophily of internalized distress and self-destructive behaviors in adolescent friendship dyads,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Eliot Fearey  Rebecca Schwartz-Mette,,,,,,Cross Insurance Center,,,916,,,,peer relationships homophily,,,y
129,The Impact of Concurrent Socio-Evaluative Stress on Rule-Guided Behavior,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Elizabeth Schreiber  ,,,,,,Cross Insurance Center,,,917,,,,"Psychology, stress",,,y
131,Exploring College Students’ Views on Having Children,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Emily Kobrock  ,,,,,,Cross Insurance Center,,,918,,,,"Childfree Families, Family System",,,y
136,‘Recycling’ and Rethinking: Dams as Renewable Energy Investments in Maine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Emma Fox  ,,,,,,Cross Insurance Center,,,919,,,,"Hydropower, renewable energy, project finance",,,y
140,Quality of Life Among Youth with IDD in Parent-Developed Residential Program,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Emma Wynne Hill  ,,,,,,Cross Insurance Center,,,920,,,,"Disability studies, Disability, Social Work",,,y
144,Well Being Index for New England Counties,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,"Erin Lyons, Jake Demosthenes  Jake Demosthenes Erin Lyons",,,,,,Cross Insurance Center,,,921,,,,"Economics, well-being, index",,,y
158,Skiing in Maine: How the Development of Large Ski Areas Effected the Little Guys,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Haley Brown  ,,,,,,Cross Insurance Center,,,922,,,,"History, Maine, Skiing",,,y
160,The Roles of Friendship Quality and Intrapersonal Emotion Regulation Deficits in Predicting Adolescents' Depressive Symptoms,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Hannah Lawrence  ,,,,,,Cross Insurance Center,,,923,,,,"friendship, emotion regulation, depression",,,y
171,The Image of Violence on Disability,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Jaimi Clifford  ,,,,,,Cross Insurance Center,,,924,,,,,,,y
179,Is Outdoor Play Developmentally Beneficial,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Jenica Frazier  ,,,,,,Cross Insurance Center,,,925,,,,Child Development,,,y
181,The Association of Late-Life Depression and Cognitive Functioning in Aging,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Jessica Aronis  ,,,,,,Cross Insurance Center,,,926,,,,"psychology, late-life depression, aging",,,y
182,Maine Understanding Sensory Integration & Cognition (MUSIC) Project: Can music learning improve cognition in older adults?,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Jessica Champagne  ,,,,,,Cross Insurance Center,,,927,,,,"Psychology, music, cognition",,,y
183,Interpersonal Needs and Relationship Quality in Friendships and Romantic Relationships,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Jessica Shankman  ,,,,,,Cross Insurance Center,,,928,,,,"Adolescence, Emotional Adjustment, Peer Relationships",,,y
192,Aquaculture’s X Americas: Audience segmentation methodologies and information seeking behavior of aquaculture labels,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Jordan Ross Anthony  Caroline Noblet  Keith Evans  Laura Rickard ,,,,,,Cross Insurance Center,,,929,,,,"aquaculture labels, heterogeneity, information seeking",,,y
201,"The Relationship Between Juvenile Alcohol Abuse, Depression, and Violence",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Julianna Ferguson  ,,,,,,Cross Insurance Center,,,930,,,,Criminology ,,,y
216,Seasonal Analysis of Four Coastal Archaeological Sites in Eastern Maine Using Mollusks,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Kate Pontbriand  Emily Blackwood,,,,,,Cross Insurance Center,,,931,,,,"archaeology, shells, isotopes",,,y
219,A Policy Analysis of V-Notching in the Maine Lobster Fishery,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Kathleen Murphy  ,,,,,,Cross Insurance Center,,,932,,,,"lobster, v-notch, marine policy",,,y
220,Impact of Prenatal Opioid Exposure and NAS Subsequent Development and Environmental Considerations,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Kayla Gray  Megan Pike Sidney Scott Kassidy Seeley Monica Winslow,,,,,,Cross Insurance Center,,,933,,,,"Opioid exposure and NAS, infant/child development, language",,,y
226,Exploring Perceptions of the Effectiveness of Restraining Orders,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Kimberly Dodge-Cummings  ,,,,,,Cross Insurance Center,,,934,,,,"Restraining orders, ankle monitoring device, domestic violence",,,y
234,Concern about Rejection and Social Anxiety Symptoms: Initial Support for a Stress Generation Model,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Laura Andrews  ,,,,,,Cross Insurance Center,,,935,,,,"clinical psychology, social anxiety, stress",,,y
237,Understanding the Assets Older Adults Bring Into the Workforce,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Lisa Dezso  ,,,,,,Cross Insurance Center,,,936,,,,"geriatrics, social sciences, human services",,,y
239,Oral History Project Plan: A Look at the History of Developmental Disabilities in Maine.,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Madeline Ruffin  ,,,,,,Cross Insurance Center,,,937,,,,"Oral History, Developmental Disabilities, Maine",,,y
241,Attitudes Towards Stuttering World Wide,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Maggie Drinkwater  Meagan Grass Eleanor Nazar Megan Weed,,,,,,Cross Insurance Center,,,938,,,,"stuttering, attitudes, world wide",,,y
242,Correlation Between Education Level and Attitudes Towards Stuttering at the University of Maine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Maggie Drinkwater  Meagan Grass Eleanor Nazar Megan Weed,,,,,,Cross Insurance Center,,,939,,,,"attitudes, stuttering, education",,,y
253,Stress-Mediated Physiological Reactivity Among Individuals with a History of Nonsuicidal Self-Injury,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Meaghan Delcourt  ,,,,,,Cross Insurance Center,,,940,,,,"Psychology, Nonsuicidal self-injury, physiological reactivity",,,y
254,Cognitive Performance Tasks and Their Connection to Self-Injurious Behaviors,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Melissa Jankowski  ,,,,,,Cross Insurance Center,,,941,,,,"psychology, suicide, self-harm",,,y
257,Uncovering the Current National Perceptions of Aquaculture Practices,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Michaela Murray  ,,,,,,Cross Insurance Center,,,942,,,,"aquaculture, perceptions and beliefs, spatial differences",,,y
258,The Cognitive Effects of Depression and Sleep Quality in College Students,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Michayla Moore  Lindsey Lagerstrom,,,,,,Cross Insurance Center,,,943,,,,"depression, sleep, cognition",,,y
265,Seaport Suboxone Tapering Program,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Moriah Geer  Jenna Borden Lisa Dezso Silas Walsh,,,,,,Cross Insurance Center,,,944,,,,"Suboxone, Opioids",,,y
267,Negative Problem Orientation's Moderating Role in the Relationship Between Perceived Stress and Irritable Bowel Symptom Severity,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Natalie M. Holbrook  ,,,,,,Cross Insurance Center,,,945,,,,"stress, social problem-solving, irritable bowel syndrome",,,y
286,Mindfulness or Mindlessness: Finding the Fit Between Mindfulness-Based Stress Reduction and Veterans with Combat-Related Posttraumatic Stress Disorder,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Phil Gibson  Nicholas Cullen,,,,,,Cross Insurance Center,,,946,,,,"Fit, MBSR, PTSD",,,y
294,The Impact of School-Based Mental Health Supports on Student Indicators of Academic Success in Rural High Schools,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Rachel Buck  Bethany Higgins,,,,,,Cross Insurance Center,,,947,,,,"school-based, social work, graduation",,,y
305,Can Different Kinds of Category Training Bias Attention?,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Rose Deng  Renee Savoie,,,,,,Cross Insurance Center,,,948,,,,"Learning, Attention, Cognition",,,y
339,The Portrayal of Social Work in Popular Film,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Stephanie Pasinski  Sara Beaulieu Julie Schmidt,,,,,,Cross Insurance Center,,,949,,,,"popular film, social work, culture",,,y
343,The Impact of Safe Delivery Incentive Program on Prenatal Care in Nepal,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Sujita Pandey  ,,,,,,Cross Insurance Center,,,950,,,,"Financial Incentive, Maternal Health, Neonatal Tetanus",,,y
355,Cardiovascular Effects on Cognition in Young Adults: The Relationship Between Aerobic Exercise and Processing Speed,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Taylor McMillan  ,,,,,,Cross Insurance Center,,,951,,,,"Exercise, Cognition, Alzheimer's",,,y
364,Activity and Cognitive Performance in Retirement,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Social Sciences and Humanities,,,Vanessa Lee  ,,,,,,Cross Insurance Center,,,952,,,,"Retirement, Cognitive Performance, Aging",,,y
365,The Relationship Between Non-Suicidal Self-Injury and Suicidal Ideation: Understanding the Role of Depressive Symptoms and Maladaptive Problem Solving,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Social Sciences and Humanities,,,Victoria Quinones  ,,,,,,Cross Insurance Center,,,953,,,,"Clinical psychology, depression, suicide",,,y
3,Eckstorm and American Work Ethic,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Abbie Dufrene  ,,,,,,Cross Insurance Center,,,954,Room 6,,,"ethics, Fannie Hardy Eckstorm, literature",,,y
34,Rural Youth Futures: Preliminary Research,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Angelina Buzzelli  ,,,,,,Cross Insurance Center,,,955,Room 6,,,"rural youth, educational aspirations, occupational aspirations",,,y
70,Documenting Hiking at Borestone Mountain,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Bryan Picciotto  ,,,,,,Cross Insurance Center,,,956,Room 6,,,"Environmental communication, field methods, hiking",,,y
161,Touchscreen-based Graphical Access for assisting Blind and Visually-Impaired Users,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Hari Prasath Palani  ,,,,,,Cross Insurance Center,,,957,Room 6,,,"Assistive Technology, Blindness research, Multimodal interface",,,y
195,Comparative Analysis in Models of Addiction,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Joseph Beaudoin  ,,,,,,Cross Insurance Center,,,958,Room 6,,,"Addiciton,Heroin,Assessment",,,y
262,Assessment of an Aquaculture Policy Innovation on Maine’s Coastal Communities,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Molly Miller  ,,,,,,Cross Insurance Center,,,959,Room 6,,,"Aquaculture, governance, coastal communities",,,y
268,Comparing Vibrotactile Smartphone Interfaces for Nonvisual Navigation of Indoor Routes,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Nicholas A Jensen  Walter E.O. Ramussen,,,,,,Cross Insurance Center,,,960,Room 6,,,"cognitive maps, assistive technologies, haptic interfaces",,,y
274,Linking Labor Supply and Demand in Resource Dependent Rural Places: An Assessment of Workforce Spatial and Cultural (mis)Matches,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Nicole Bernsen  ,,,,,,Cross Insurance Center,,,961,Room 6,,,"forest products industry, workforce assessment, labor supply, ",,,y
278,"Base Rates of Psychological Disorders at the University of Maine Psychological Services Center (PSC): Background, Results, and Future Directions",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Olivia Bogucki  Rachael Huff Laura Andrews Jessica Shankman Michelle Buffie,,,,,,Cross Insurance Center,,,962,Room 6,,,Psychology; Program Development; Assessment,,,y
293,A Comprehensive Model for Stress-induced Binge Eating,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Social Sciences and Humanities,,,Rachael Huff  ,,,,,,Cross Insurance Center,,,963,Room 6,,,"eating disorders, clinical psychology, stress",,,y
303,Social Practice Artists and Disability Inclusion,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Renee Stronach  ,,,,,,Cross Insurance Center,,,964,Room 6,,,"disability studies, inclusion, social justice",,,y
313,Popular Behind Closed Doors: Approaching Pornography Consumption Through a Sex Positive Lens,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Sam Saucier  ,,,,,,Cross Insurance Center,,,965,Room 6,,,"pornography, feminism, gender",,,y
367,Role of Circadian Disruption in a Rat Model of Metastatic Lung Cancer,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Social Sciences and Humanities,,,Walter McCulley III  ,,,,,,Cross Insurance Center,,,966,Room 6,,,"Circadian, Cancer, Rat",,,y
35,"Are the Benefits of Egalitarianism a Luxury? Belief in Egalitarianism Benefits Health, if You are Higher in SES",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Social Sciences and Humanities,,,Angelina Fournier  Daniel Wendell,,,,,,Cross Insurance Center,,,967,,,,"Psychology, Psychophysiology, Health",,,y
45,"Infant Feeding from 1900 to 1909, 1920 to 1929, and 1940 to 1949",Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Social Sciences and Humanities,,,April K. Mandeville  ,,,,,,Cross Insurance Center,,,968,,,,"HIstory, Women's Gender and Sexuality Studies",,,y
46,1920's Advice for Women on Infant Feeding,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Social Sciences and Humanities,,,April Mandeville  ,,,,,,Cross Insurance Center,,,969,,,,"History, Women's Health",,,y
64,How Discourse Shapes Dam Decision Making: News Stories as Sites of Meaning,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Social Sciences and Humanities,,,Brawley Benson  ,,,,,,Cross Insurance Center,,,970,,,,"communications, sustainability, dams",,,y
186,The Council of Clermont; Mass Communication During the Middle Ages,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Social Sciences and Humanities,,,John Barbera  ,,,,,,Cross Insurance Center,,,971,,,,"Medieval,History,Church",,,y
200,Little Goody Two-Shoes: The Creation of the Genre of Children’s Books,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Exhibit/Performance,Social Sciences and Humanities,,,Julia Everitt  ,,,,,,Cross Insurance Center,,,972,,,,"Children's Literature, Fairy Tales, 18th Century",,,y
214,Sanctuary Model Effects,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Social Sciences and Humanities,,,Kassie Stevens  John Quinn Ruyi Lu,,,,,,Cross Insurance Center,,,973,,,,"Sanctuary Model, ACES",,,y
150,A Collaborative Approach in Treatment of Selective Mutism in School Age Children,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Gabriela Adamus  Sarah Basquez Hannah Connors Morgan Jacobs Genaya Loftis,,,,,,Cross Insurance Center,,,1001,,,,"childhood speech disorder, selective mutism, treatment",,,y
168,CELLULOSE NANOFIBER-REINFORCED IMPACT MODIFIED POLYPROPYLENE: ASSESSING MATERIAL PROPERTIES FROM FUSED LAYER MODELING AND INJECTION MOLDING PROCESSING,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,J. Elliott Sanders  ,,,,,,Cross Insurance Center,,,1002,,,,"Thermoplastic, cellulose, nanocomposites",,,y
210,Using Mixed-Methods Media Discourse Content Analysis to Inform Multi Criteria Decision Analysis for Dam Decisions,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Poster,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Kaitlyn Raffier  ,,,,,,Cross Insurance Center,,,1003,,,,"Dams, decision-making, methods",,,y
327,An Interdisciplinary Look at Food Waste Management,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Poster,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Shayla Rose Kleisinger  Skyler Horton Taylor Patterson Hannah Nadeau Andrew Flynn,,,,,,Cross Insurance Center,,,1004,,,,"Interdisciplinary, Food Waste, Collaborative",,,y
139,Investigating the Instructional Transition of STEM Students from High-School to First-Year College Courses,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Emma S. Toth  ,,,,,,Cross Insurance Center,,,1005,Room 8,,,"Education Research, STEM, InstructionalTransition",,,y
157,Evaluating Kelp’s Potential to Remediate Nitrogen in the Western Gulf of Maine,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Gretchen Grebe  ,,,,,,Cross Insurance Center,,,1006,Room 7,,,"aquaculture, kelp, bioremediation ",,,y
282,"Accumulation of Omega-3 Fatty Acids in the Tissues of Black Soldier Flies, Hermetia illucens",Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Patrick Erbland  ,,,,,,Cross Insurance Center,,,1007,Room 7,,,"Bioconversion, Aquaculture, Waste Management",,,y
285,Neuromuscular Junction on Chip for Disease Modelling and Developmental Study.,Y,4-17-2018 1:30 PM,4-17-2018 3:00 PM,Oral Presentation,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Phaneendra Chennampally  ,,,,,,Cross Insurance Center,,,1008,Room 7,,,"Bioengineering,microfabrication,Microfluidics",,,y
336,Three Immersive Internship Experiences,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Oral Presentation,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Stephanie Alexander  Delaney Fitzpatrick Eric Arnold,,,,,,Cross Insurance Center,,,1009,Room 8,,,"internship, media, technology",,,y
130,Virtual Simulation of the Damariscotta Shell Middens,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Emily Blackwood  John San,,,,,,Cross Insurance Center,,,1010,,,,"virtual reality, data visualization, archaeology",,,y
246,BMI As Risk Factor For Impaired Sleep Quality and Sleep Deprivation in Aging Participants With MCI,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Biomedical Sciences,,,Marta Herzog  ,,,,,,Cross Insurance Center,,,375,,,,"BMI, Aging, Sleep",,,y
362,Recomposing Collaborative Dam Decision Making: A Reciprocal Case Study of the Penobscot River Restoration Project,Y,4-17-2018 10:30 AM,4-17-2018 12:15 PM,Exhibit/Performance,Interdisciplinary Collaboratives (research across 3 or more different departments or colleges),,,Tyler Quiring  ,,,,,,Cross Insurance Center,,,1012,,,,"collaboration, public participation, hydropower decision making",,,y
REQUIRED,REQUIRED,REQUIRED,MM/DD/YYYY 12H,MM/DD/YYYY 12H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
